longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-122.9494816390535,37.81118260637594,13,6671,455,599,1830,3.4666074072307493,<1H OCEAN,234256.3656872955
-121.4168677287064,41.3554993677314,43,679,871,692,83,3.131865443511685,ISLAND,149486.67728284965
-120.67172709333133,33.03174664408148,29,7774,527,4400,1144,0.7027348380847889,INLAND,129087.86607105209
-119.77105735846095,36.48084513248786,36,8837,855,257,1365,11.691179292934402,<1H OCEAN,500000.0
-116.46683334761414,34.9880848129529,22,6568,670,2547,994,13.188000703056248,ISLAND,500000.0
-122.34527522713006,39.41702528046867,47,4250,224,4240,85,9.405359187934884,INLAND,464338.705956471
-119.18708623832734,41.77400562157909,36,3139,400,1933,1886,3.228899734358003,<1H OCEAN,190988.6007713057
-118.4021577286251,34.95394788760037,9,4237,1116,2936,1600,4.6365309556427565,ISLAND,312860.8915345537
-123.88363785629122,38.69578299987104,39,552,1559,527,1642,7.400937111791968,NEAR BAY,333319.2624455116
-118.25024968690956,34.404098724269154,51,6637,1119,811,477,14.338016298537863,INLAND,500000.0
-122.63793779817959,37.85975769551885,19,1481,1884,239,1622,4.0865948913572705,NEAR BAY,170322.08691691025
-123.69688200642778,36.905604699737246,38,8254,96,805,472,11.108865606838377,NEAR OCEAN,500000.0
-114.82318920597653,41.68657015183277,6,1567,835,1496,1302,6.871999237747345,ISLAND,322492.22892371716
-114.65505438793143,38.26624163607375,47,2838,787,4981,1977,4.818786551220316,ISLAND,199189.7966902241
-116.23369062491074,35.828854961336965,15,7672,429,1713,1760,7.11078108682065,INLAND,428278.95428222325
-121.29167775749936,33.61364133579545,20,9508,1657,1885,1469,1.5324974043478718,ISLAND,162330.53284626539
-123.3693719753759,33.96323265839573,9,6847,125,4278,998,12.080966878490255,NEAR OCEAN,500000.0
-117.48030041381794,34.660232310841124,32,980,1888,4200,1979,4.0278779557530235,ISLAND,229828.67999870176
-119.9308689628544,34.90159628321221,4,3249,570,4110,197,11.01847578629807,<1H OCEAN,500000.0
-123.12473612215841,40.54429710428511,50,8376,1519,4655,1974,1.4910513859988235,NEAR BAY,253105.89963314575
-119.37842382248284,37.821106437738564,18,7992,845,4815,299,14.348929064402448,NEAR OCEAN,500000.0
-124.0047392480032,37.46510847603279,5,4244,1318,3662,363,3.2987172883826297,NEAR OCEAN,233802.38442290373
-115.22042316312903,33.61997508428934,20,1268,107,1739,1060,13.299760105002667,NEAR BAY,500000.0
-121.75184898473583,40.63391451441819,23,3229,1766,1366,315,12.2373615394238,NEAR BAY,500000.0
-117.69827626508602,39.341682593191834,11,3745,900,4879,221,14.53396889918053,NEAR OCEAN,500000.0
-121.22042079606231,33.176759285479015,37,2626,1120,3236,981,7.42941458371337,NEAR BAY,438368.9503186282
-119.12851706737477,39.200728264932124,22,3616,1120,4070,703,11.047260760766298,INLAND,500000.0
-118.86102879539347,37.6546946251943,4,3467,1485,4404,1962,5.875304527047868,NEAR BAY,312233.979345564
-122.4940612665237,33.30903550347718,29,7438,559,1195,1817,3.1733394512855604,<1H OCEAN,291701.5786379214
-114.61537033724383,36.852609036784656,44,3655,264,4444,1237,6.924601027535008,<1H OCEAN,344807.7746981339
-116.56766645345441,37.10099206189374,34,5211,597,610,1192,2.9033607231325957,INLAND,200340.40497481936
-114.91743062669555,34.099938422936425,13,6852,1821,1962,394,14.739647030402567,NEAR BAY,500000.0
-115.3659334017064,41.43901956327266,42,545,1425,1914,1931,1.8955741215403874,<1H OCEAN,66776.48011163168
-118.3470842127367,40.538268245633034,9,6464,1001,346,54,9.043569990062997,ISLAND,468192.5607244815
-115.09438268036791,38.83550019426691,42,3726,736,2459,1412,9.583725901183811,NEAR BAY,500000.0
-123.46153527939872,36.890201229015716,31,4116,1613,2686,48,8.302153371673786,INLAND,463161.61439282016
-122.38233206131177,36.41471374631023,7,3975,1756,1511,794,10.101695342821587,NEAR BAY,500000.0
-123.8959180193382,38.66566032589048,4,5597,1780,4342,240,2.1846212376724186,NEAR OCEAN,260308.04205401771
-121.08368347913682,37.67251389111898,19,6338,161,2318,72,8.54776860097672,NEAR OCEAN,500000.0
-120.4476800115176,33.125989926348545,42,361,912,1044,1976,4.664582281346743,<1H OCEAN,242370.50269068917
-121.62565572099008,37.362649924928824,30,5092,1411,57,810,14.132552917865322,NEAR OCEAN,500000.0
-116.02947540811464,40.12825803816102,31,4125,1127,2641,1396,11.550038974876022,INLAND,500000.0
-120.76819659999636,36.861447248187375,35,8383,1186,2565,1435,14.601459991316268,<1H OCEAN,500000.0
-121.5294175227387,33.028911394785666,21,4322,371,4465,95,1.0445630112327484,INLAND,101118.91912232977
-118.90133132509118,39.93887785620375,31,4275,564,1467,513,4.634431040120276,INLAND,268430.0214576484
-122.93512078125337,34.43483318989952,19,9274,932,2366,1731,3.3336275062560605,NEAR OCEAN,366444.72056851594
-116.29594231322945,34.97362205629644,31,3543,171,3982,1565,0.6617415160215423,NEAR OCEAN,96404.19666514994
-123.6015115374551,34.0898867857979,32,5111,1201,1337,136,4.013723088571661,INLAND,293347.5010578543
-114.44165515653081,35.64732376044079,2,793,1489,2894,299,10.342251761046219,NEAR OCEAN,474389.9445721138
-116.59666251626156,39.66103166853006,10,8447,672,1168,1773,3.850789370951244,NEAR OCEAN,365478.74479596014
-122.3548945573969,37.427420937932055,2,1912,977,602,1218,7.880549959497964,NEAR OCEAN,439994.51346401765
-124.29455794407903,34.46793278975821,2,5824,782,710,765,13.373362666992481,NEAR BAY,500000.0
-116.16276725831347,40.80038103541071,24,1507,1346,765,968,10.559489845061591,INLAND,500000.0
-117.25315226776992,40.816865255093894,17,8132,643,3635,783,6.222121513637464,ISLAND,435238.67485063814
-117.0307680328685,40.732142979682926,32,9508,675,3811,314,5.90079961422557,INLAND,467894.38699277776
-116.60644571927311,34.787072349100285,16,1510,469,2579,1037,7.108169303123028,<1H OCEAN,349374.3581160194
-123.60659169658973,36.7861622287431,16,3597,740,4020,1494,3.0671008953686423,NEAR OCEAN,226941.72007275562
-120.7510040854155,41.808752664285635,46,4472,1267,3457,1877,9.693011127531827,NEAR OCEAN,445291.8942027148
-123.18667464236769,39.80463740207701,39,7494,62,1508,1561,5.78021587701678,ISLAND,420952.9180386921
-115.68444160420904,32.79564543373252,31,651,283,3317,1064,12.859297564299633,<1H OCEAN,455450.33165359497
-118.09208680665132,33.15357520376123,43,9468,1799,904,1116,11.470013570838336,NEAR BAY,500000.0
-121.0277838304794,36.905594255804054,24,4432,1046,4810,861,9.35244087933632,INLAND,481828.61267068225
-123.71187416312831,41.09576213715728,1,1097,1680,3587,1079,5.780932228417983,NEAR BAY,311175.82246879337
-121.22773748997474,37.60918391873504,11,4176,1311,1947,1550,3.544011559265524,<1H OCEAN,259371.33028547966
-121.08515944685146,37.22441570060267,21,6199,615,322,1942,11.754202029531532,ISLAND,500000.0
-117.02475396948584,33.53250751659189,4,5655,1059,4137,1276,7.552931935370754,<1H OCEAN,388179.79916792
-117.94892298759366,38.720300785455606,7,4152,1377,1322,1771,3.758875553571684,ISLAND,196878.16044227296
-115.44238406453368,40.27599074124812,26,5403,1507,4424,516,3.33003191808009,NEAR BAY,280229.6024420941
-119.60896215137403,36.11975227064616,47,8218,1102,4069,225,2.8983131152697057,NEAR BAY,316642.13036322803
-123.14927377077944,39.83850751720733,50,6202,1032,865,445,11.768837344981128,<1H OCEAN,500000.0
-117.18902233628113,41.61572531320664,12,5590,196,4421,1984,3.8203141868545196,<1H OCEAN,258724.2574818671
-116.71171811188636,34.457442380391555,31,8664,82,972,63,8.136312821115364,NEAR OCEAN,500000.0
-118.71477693640226,37.464531829542516,17,5716,977,4787,1134,7.047422234109319,ISLAND,375074.21944733686
-116.60948951325621,35.24196818557586,33,2348,1022,4650,1972,8.904358038810116,NEAR OCEAN,369093.18768380675
-119.39229221250152,40.00076008310843,11,948,580,4917,1871,13.218746055382317,INLAND,500000.0
-119.10176239300478,37.97515357294169,28,6454,1350,1314,1513,13.082337156185094,INLAND,500000.0
-120.05748817568016,38.51142054914836,32,8795,1289,3774,624,7.040603041460465,<1H OCEAN,500000.0
-124.09479196748929,40.04837224198557,1,8170,1332,2837,1510,0.722810635653488,NEAR BAY,124060.92303094892
-123.26677007298721,36.2660821477537,47,8994,1841,2772,1894,6.683435182857396,INLAND,445565.8618649589
-124.03445097570518,41.150997543710275,28,3725,974,4273,473,9.289806292650036,INLAND,477709.57084310666
-117.96043947091164,37.55580164078618,42,414,1375,2600,614,8.587589006921895,NEAR OCEAN,451060.2856685948
-121.19386594999368,34.026354882880625,7,2476,1570,2999,1376,9.94437353410298,NEAR OCEAN,416923.23006019194
-119.24395026070638,39.088410701968435,2,9332,869,1723,526,2.7340981208597106,INLAND,240208.03947207646
-115.23803260178202,40.004589307623974,42,4478,1298,4637,813,9.874758932320622,<1H OCEAN,500000.0
-121.84710601934529,35.520727381205425,24,8549,623,3142,1513,3.1484484717846972,NEAR OCEAN,305160.8393950194
-120.22975545272227,40.60605680835827,4,674,1553,2888,40,11.38259772010286,INLAND,457744.00464745046
-116.7642665690278,41.066808027345864,44,9844,1834,1716,1271,5.41677039230886,NEAR BAY,435432.21038226096
-122.0528664184641,35.14567122622518,19,5685,1761,4561,1419,10.793483784031077,NEAR OCEAN,500000.0
-123.57712170531892,41.79493705825024,26,5592,625,2245,1173,1.1940511841385528,INLAND,196454.04584748048
-121.44089541274576,33.864095478938815,11,9049,1780,1434,1730,6.4139703710682445,ISLAND,452625.14805376105
-122.73133827596979,34.44096743966743,40,2910,1856,4453,639,10.723000572818325,NEAR OCEAN,500000.0
-115.01583557048056,34.27355573722983,50,8234,849,4004,433,3.789622486806665,ISLAND,326134.66123548045
-116.23647138917326,40.95244317117407,43,9396,1506,2949,1838,12.031662149559727,NEAR OCEAN,500000.0
-117.99062628463535,38.696892917377895,11,5770,1242,110,1114,9.646306130021513,NEAR OCEAN,500000.0
-115.60053567451531,33.971301305121585,45,7815,1314,3997,1447,9.019645696172075,ISLAND,454059.3466996864
-116.2811323479329,36.68344336684616,3,6667,765,2340,1605,5.626458385962889,<1H OCEAN,389186.0999207713
-122.4768366087842,38.32995441590684,12,3559,577,522,1650,7.495546320526205,INLAND,355840.90623232024
-115.38870765516063,33.325397039750094,3,6217,83,1008,1834,9.16156486417887,<1H OCEAN,424303.325020254
-118.93500389116687,40.84353802671306,42,4092,1273,582,1440,7.350700651765911,<1H OCEAN,397127.2500687173
-116.24330084215282,40.10190926850485,27,7937,961,543,356,10.625543197138121,INLAND,500000.0
-115.35324334876813,37.29399573935617,49,303,1995,131,1687,6.788605530050914,NEAR BAY,196880.00677053907
-121.15724511128248,41.6406614495888,2,2875,268,3020,1548,3.4329611352594402,<1H OCEAN,151261.44795624027
-123.24507867774211,36.471130814978686,49,2092,1289,61,929,3.602039850615185,<1H OCEAN,270404.15988479304
-122.0615309680789,41.80047810213345,16,2343,959,4594,295,0.5841546482226458,<1H OCEAN,42391.41248519209
-120.06183780219239,38.82512718874213,2,8598,1630,811,911,4.863886875600751,NEAR BAY,382663.8942776233
-116.13713175013817,38.51225668131959,30,1787,176,3235,32,11.359305786938535,NEAR OCEAN,435905.8030953515
-115.70826494410632,34.101635564733336,20,4209,754,75,1046,12.015359278145338,ISLAND,500000.0
-124.28020060946685,40.8389402056467,38,1960,1745,1856,997,3.4357793603883753,ISLAND,180098.01483915938
-119.22209708212124,36.56267796333299,28,5276,1004,4207,1267,14.406137954635412,NEAR BAY,500000.0
-120.15919352838625,34.06661634841313,25,822,1607,4374,993,7.784840505461838,<1H OCEAN,372088.33621239156
-122.12003758287386,32.658636762971895,32,9071,1993,4752,194,13.796191860768289,ISLAND,500000.0
-123.14655171196982,37.80730098303718,10,8820,1131,3709,1942,10.74809658699365,NEAR BAY,500000.0
-120.96034367910757,37.502830444174386,42,4993,1356,1575,1428,10.97528463382499,INLAND,500000.0
-114.8831865727183,39.309117586493784,40,443,1894,810,1645,1.7331325089380314,ISLAND,192943.33396019708
-121.10504256251161,40.91732827889752,33,5498,1109,644,1963,3.689871340005495,INLAND,251420.95141223908
-119.1413421576966,33.28721596149091,13,8500,681,1105,260,0.6278150827698532,<1H OCEAN,183282.48312164258
-117.29168965269241,39.42338197410281,41,4836,1063,1904,566,10.883850786912694,ISLAND,424855.0239562258
-120.69915879211189,34.30354639395825,42,3506,52,3133,33,5.494355182213395,NEAR BAY,288211.0200814128
-114.59330788948155,40.61544607020892,47,9603,1883,3966,1238,11.906461483107028,NEAR OCEAN,500000.0
-114.6870291587812,40.24738766543818,37,1019,1836,3725,1440,5.4145751890868805,ISLAND,208958.35170606646
-121.82210574991333,37.628869234413976,16,5919,577,2098,1474,12.380339408333485,ISLAND,500000.0
-119.35762500084044,39.223384735045364,45,2144,92,1508,1349,2.3951246793505385,ISLAND,200442.41194255798
-121.32918176943963,35.49803456505907,22,518,1909,1269,1377,3.013910772983869,ISLAND,57585.89329223744
-121.49020143645022,36.97368992895779,20,1849,844,4278,744,5.442709823967079,NEAR BAY,157650.86082790216
-123.97965504856049,40.27160320745554,50,7478,1386,4231,1453,6.423067138792963,NEAR BAY,361071.8257758355
-118.22997408684184,36.86168550539995,43,1199,1176,1549,22,5.556190757223186,NEAR OCEAN,308594.45360905916
-119.30310260678223,35.90688167671241,27,3492,1098,1880,710,11.572881971586687,NEAR BAY,500000.0
-123.8331533374501,37.190539128625325,41,2872,80,3445,1595,1.9057951930873633,NEAR BAY,118108.86697571592
-121.55238949906442,40.33382546543423,16,6884,1900,1253,1495,5.5926467847580765,<1H OCEAN,385308.31441178784
-115.2310105048948,35.69430772575991,34,1645,1563,4320,1719,12.63997999297416,<1H OCEAN,500000.0
-121.9447986177036,34.175096591407346,32,1170,291,2860,1862,1.4685576203014938,INLAND,144040.24587246813
-122.89525548420411,39.24005193131265,26,6622,265,3142,766,14.163980861234682,NEAR OCEAN,500000.0
-119.43589428681327,40.31245498158305,25,1950,1219,3094,788,14.801594212944186,<1H OCEAN,500000.0
-114.45406944072957,33.486998672906445,2,5153,647,4723,891,1.7842385204636613,NEAR OCEAN,287639.20501009136
-121.91976507402453,34.79721540103344,12,3039,1360,3564,514,4.723451572708186,NEAR OCEAN,252476.3328685251
-117.60175910404497,33.875956423650955,40,7294,1826,1848,436,5.899809657512664,ISLAND,393400.9183888305
-116.70333906209967,35.81412868298819,9,5951,724,2625,1434,11.757674845464528,NEAR OCEAN,500000.0
-121.9641190583163,36.77780271149993,12,6773,681,194,1416,9.140938775692641,ISLAND,379685.8269633509
-117.03870785993693,39.58645583082472,26,778,1174,4907,647,9.843302657142226,INLAND,452935.6235326386
-120.65745734749869,38.667298773736555,9,1088,1145,3976,1095,11.483892430868337,INLAND,500000.0
-118.00164946084047,38.38293781997204,10,9899,329,1427,1419,2.210695491836873,INLAND,349193.58552051574
-117.98936170396061,35.855848247596846,32,1602,1825,3196,1438,12.581537125198805,ISLAND,500000.0
-118.97082217188942,40.45802147452759,34,1889,1335,1875,1966,10.731487160612089,ISLAND,458379.1252334304
-123.44349070865374,36.97481224521673,48,5381,1765,843,1040,8.871455015347369,INLAND,479937.5620066306
-115.96356294428405,41.75337746672261,20,5127,514,1651,161,13.401162354354321,ISLAND,500000.0
-121.12936814768376,38.50727752136289,39,1525,1404,4464,1129,10.654442131315204,NEAR BAY,490726.1730998843
-122.47735415558546,33.72815121812197,2,6754,357,1160,1507,3.4246494581498683,NEAR BAY,282219.04607081215
-123.94061757879017,38.902830859129836,1,2540,598,4103,65,6.731308025597167,ISLAND,301985.92835569853
-118.41743485039005,35.59922878521229,51,6956,29,4843,863,7.663621570568132,ISLAND,452512.1432546138
-117.54725380710349,38.99833892081618,36,7467,68,3987,1028,1.3006555878808819,<1H OCEAN,251305.48592980616
-124.18345819756432,33.195323204208236,24,9570,1530,4013,1281,14.342243943720808,<1H OCEAN,500000.0
-119.20858569467522,34.18563432382578,27,2694,642,4992,29,2.364370281554738,NEAR OCEAN,123507.74968763073
-122.0759824170127,40.59248760630345,2,4789,1364,832,683,10.613188374787539,NEAR OCEAN,500000.0
-117.87246518428913,34.67775963159127,31,2536,750,1166,592,7.840350023317763,NEAR OCEAN,346169.9395187875
-122.59936105278989,40.416556988536065,14,5617,1612,1800,1573,0.8716676233241275,INLAND,162584.28545121846
-117.41298510945124,35.167987992356004,2,9319,814,2626,1641,13.908838400033245,NEAR BAY,500000.0
-120.4671771231426,38.58951877365244,29,6410,990,4077,668,12.851633727874532,INLAND,500000.0
-114.94523091308318,39.071956896727514,15,3639,1668,3386,932,8.101739954605616,ISLAND,294547.98140835465
-122.96928972077423,37.36408122709495,12,3583,152,4437,1785,3.8196638740219564,<1H OCEAN,275875.2411284215
-120.9256938354554,35.41297346771624,37,7471,1626,1537,659,2.2635319148613666,ISLAND,246482.23196992025
-123.21072584674448,34.540983581652014,28,2341,102,3925,635,5.769190951765836,ISLAND,260486.0366973664
-115.06607607248323,32.85231182643243,20,6478,76,3681,717,4.203710075168312,<1H OCEAN,269444.02672603313
-115.54151289205495,35.40013563567521,39,2865,395,4242,928,7.847022414591331,ISLAND,386741.13720589655
-121.76026605773984,38.68626185889937,24,9465,368,4008,197,14.51293479378972,NEAR OCEAN,500000.0
-117.72376017781684,41.369448341600226,21,5011,290,3447,888,8.8368256518298,<1H OCEAN,424742.67408009595
-116.14508910997979,40.73803417809532,10,503,1526,123,1049,13.40400031040642,ISLAND,483789.0805860481
-118.77578385154139,39.748669547197196,46,3482,130,1409,872,9.93774314368877,NEAR OCEAN,433031.56973798823
-119.0323081933057,39.95928950001354,14,4263,888,1141,326,7.391074635514407,NEAR OCEAN,412446.17336245236
-121.92180299935946,38.797507941709114,37,7730,906,4903,567,12.891809659633884,NEAR BAY,500000.0
-123.41524821122877,34.98929932969609,18,187,95,1991,346,7.334837597508464,NEAR OCEAN,354736.8710669397
-115.34195379014861,41.07670523894186,24,9450,1201,3198,1399,13.095108472400234,INLAND,500000.0
-115.30980270608016,38.8515910550339,14,5916,1575,4353,1836,4.727863158848597,<1H OCEAN,314931.31704439427
-117.99366136897639,37.81374633752594,34,5570,1976,1294,414,2.3677895695633278,<1H OCEAN,230359.0231626051
-120.94614089787105,33.58441090529885,12,6376,1686,1335,319,12.902059733262606,<1H OCEAN,500000.0
-120.84393587088888,36.746792667218465,22,5839,348,4555,1569,9.017519874993669,ISLAND,500000.0
-117.0614049841428,36.871971332010126,6,4373,141,3086,768,13.391839774609922,ISLAND,500000.0
-115.34301299007613,40.67554356560833,36,9673,60,820,304,14.098494501389556,INLAND,500000.0
-115.44365230037822,37.683959751967095,45,6623,1210,1893,349,1.277611660386013,NEAR OCEAN,213391.18299002724
-116.52004951958946,36.119569165811555,36,5103,941,123,69,7.764054876953591,ISLAND,426523.5602451152
-117.90400227261095,41.731691091285306,22,8138,661,1710,792,5.936985961580675,NEAR OCEAN,382948.3673096748
-123.5052347514497,33.58188078320063,14,6706,1066,4399,1665,9.574946757516699,NEAR OCEAN,500000.0
-122.72724771049008,36.5161807104154,16,2164,298,869,1752,12.00707235943369,ISLAND,500000.0
-115.32851594718812,32.93545219336292,36,5415,782,3868,397,4.5685581316283495,ISLAND,261015.55483207924
-118.26145224101772,39.50249777641682,25,417,488,381,1807,8.573576573410989,INLAND,332366.03691383975
-124.25766160176903,41.17910035619401,32,1602,1443,1471,1643,10.776564408621043,NEAR BAY,487423.5179373058
-123.33122570962503,35.175151271070106,33,6230,28,3705,1019,2.4492507011181432,<1H OCEAN,176165.647291662
-117.68844223815512,40.61699517867973,45,7519,32,4981,1868,12.303970136293369,ISLAND,500000.0
-124.29918169818396,35.28977354864646,36,2142,943,1741,1581,9.28858919786811,ISLAND,386519.8885965308
-122.73548716376831,41.11034722106925,20,4698,942,4600,793,14.268292838147952,NEAR OCEAN,500000.0
-118.84071275475948,39.63478151284574,18,218,1862,4458,1187,5.423169327395052,NEAR BAY,248913.88894903788
-117.40337221516536,40.11417277007794,38,809,1875,277,1103,2.0681161638893806,ISLAND,15000.0
-117.80430895459389,32.70944168820028,3,3657,1095,2931,887,7.844267415035417,NEAR BAY,336314.7434125494
-122.09833613301598,41.60004546006659,23,3350,1252,2915,1823,1.7442561897868634,<1H OCEAN,257893.06873753652
-117.19972061767074,39.37797403538174,32,8161,1593,2625,1118,14.558134588198099,NEAR OCEAN,500000.0
-121.96801916153213,35.40770780758351,45,8709,1655,4572,22,1.0609318947292774,INLAND,265486.0637168918
-121.08298703048095,40.34460379632175,16,2703,1748,514,1618,11.425806566055966,<1H OCEAN,455151.29844178044
-116.85522629261504,35.18911447708449,5,1201,1445,327,767,8.113984773062539,NEAR BAY,339247.8661193446
-117.82768569356597,40.75261363031727,4,4521,1234,4164,1491,5.844999461225186,NEAR BAY,386291.47604286904
-115.82379695863845,33.599381473776326,21,7957,1094,115,1784,1.4547113853754925,<1H OCEAN,249310.33412078663
-117.74756656130455,39.16168504790609,40,8277,1436,4312,1945,9.521420400517313,NEAR BAY,500000.0
-118.64418162251187,37.627972665228604,51,6182,672,452,294,8.98569477616885,INLAND,500000.0
-123.40950533100595,33.448389364539096,14,6758,1723,4033,1573,4.572807459480196,INLAND,351077.79216420295
-120.65813333728329,34.81622092391567,39,2361,1866,4554,1635,13.698214670449525,NEAR BAY,500000.0
-121.68736822847548,32.65672198136953,31,8121,640,3528,234,4.9095951064711345,NEAR BAY,388722.89813785127
-121.90034398047399,36.951106555021,14,608,1762,3494,1726,7.021018453585539,INLAND,281224.1965003778
-114.58097403028545,35.374906103751606,6,2479,1982,4742,1528,8.384555610820508,NEAR BAY,320419.23280297813
-120.40329884434573,38.17054392724191,12,8979,1343,4469,348,1.9533622335561485,ISLAND,302442.3777210713
-115.39385258602178,35.33700777053809,16,4852,1665,3089,274,14.016344928597668,NEAR OCEAN,500000.0
-118.01336819498748,35.36223883928073,17,9584,215,1487,1430,5.930774210540096,ISLAND,424215.9907428436
-116.37009451244185,39.53344800006439,45,5595,436,478,145,1.6712986011779825,NEAR BAY,194775.75166014262
-119.30352358522387,32.993024086556304,23,3309,683,2732,786,6.115722018292284,NEAR BAY,207175.4332159913
-118.55788499835135,41.0362419047566,14,7498,1463,2827,1627,9.20293693284242,NEAR OCEAN,500000.0
-119.4051223540586,40.55980305802102,7,6843,1798,3428,1593,7.9479637414092785,NEAR BAY,494441.6166427693
-122.38976040250763,38.824042069160484,46,5748,1683,442,1367,10.570858623540474,NEAR OCEAN,500000.0
-117.0965807627745,38.12221497471049,32,5271,1660,4591,1247,1.304517159984704,INLAND,94978.20759020363
-121.5310454810938,40.93656650749413,15,7990,1565,391,1215,4.625838848944814,NEAR OCEAN,262614.8318959356
-124.1058676970282,34.2839569893652,44,424,1399,182,1778,12.378843364181483,NEAR OCEAN,500000.0
-117.86945814909204,33.283099816215696,17,3657,167,314,236,1.6584584729747325,ISLAND,89499.81330465371
-122.57180877875322,34.79379069884875,41,3687,1020,4238,1288,12.904546343091384,NEAR BAY,500000.0
-114.90779581309674,40.01698160256879,47,251,1408,1735,1379,1.8324933351180406,INLAND,29885.116517745148
-114.77255708689403,32.86624720989621,44,1054,383,1484,1746,12.599586115929595,<1H OCEAN,410618.0102044644
-115.1647615221867,38.02421231813564,34,4454,1695,1710,1341,5.731431815641537,NEAR OCEAN,340737.6226083616
-120.63360664943534,41.90706702736023,5,7260,1745,3867,851,9.37703141722963,<1H OCEAN,500000.0
-124.19481557005017,40.592100243011245,45,9483,421,2404,201,2.7168631768959735,NEAR BAY,214894.67595746834
-115.02968163161924,37.44680393390018,27,787,625,315,353,1.4594464650151222,NEAR OCEAN,129532.11962282832
-120.05103115089416,33.138860956387305,23,8601,1535,4791,530,3.6311039582919586,<1H OCEAN,290934.0719172553
-114.64478561680156,40.363224770369534,40,9794,248,1186,402,2.3538803596760856,ISLAND,235905.69400384097
-114.6752554300239,38.17638776194755,14,3227,1618,4599,1760,5.0298855163546605,<1H OCEAN,208326.35413677865
-115.78578506710771,33.62151950233052,15,6863,1895,4976,1916,7.958557074409793,ISLAND,499163.5928812472
-121.39373312362136,33.42319705018778,43,3495,556,1440,1242,9.037012221692638,INLAND,335193.58536057814
-120.48361880483667,41.09958837089834,33,9105,287,1162,351,11.953087557006272,NEAR BAY,500000.0
-115.80458781797076,38.83717447424732,31,945,1448,2284,1208,10.0154784521012,<1H OCEAN,441099.12014145567
-121.16810306823096,40.34358878157067,35,1264,1836,2916,1285,9.326995714378517,NEAR OCEAN,413293.7056513613
-122.64829282327163,40.811191451656136,17,6004,1054,3118,919,6.470839398543732,NEAR BAY,327814.4930743671
-118.75971532491816,37.92037783277471,28,5460,1363,2229,661,7.370222306922011,<1H OCEAN,468325.92800885095
-114.95100606742577,37.40917017001494,19,454,1756,684,1270,6.510552026157626,NEAR OCEAN,213848.75649416752
-117.36186084138328,36.59032193112052,46,1972,145,3681,653,12.711407435890056,NEAR OCEAN,500000.0
-118.62658585230278,35.52246739111443,23,2124,325,1449,1599,3.835006561951798,NEAR OCEAN,178833.8182063141
-123.37434800254148,36.62954799168048,32,2917,1745,4836,470,0.582953507358487,NEAR OCEAN,64804.89901036066
-118.17532744394033,39.82220756042077,40,3932,1554,2789,215,9.944138509780469,<1H OCEAN,466639.00499801984
-114.4098593449532,38.20409948585239,13,8357,1132,3220,1913,3.435701662763055,INLAND,293308.1412670013
-122.94355648702529,40.9386441584751,20,2681,1398,1915,1247,13.406669476492235,ISLAND,500000.0
